status	portal	country	company	title	location	posted	source	url
new	LinkedIn	Uruguay	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Rivera, Rivera, Uruguay	2026-06-09	AWS Cloud Engineer	https://uy.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407570971
new	LinkedIn	Uruguay	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Salto, Salto, Uruguay	2026-06-09	AWS Cloud Engineer	https://uy.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407577915
new	LinkedIn	Chile	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Chile	2026-06-09	Cloud Engineer	https://cl.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407577914
new	LinkedIn	Chile	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Valparaíso, Valparaiso Region, Chile	2026-06-10	Cloud Engineer	https://cl.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407574891
new	LinkedIn	Chile	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Concepcion, Biobío Region, Chile	2026-06-10	AWS Cloud Engineer	https://cl.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407586810
new	LinkedIn	Chile	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Santiago Metropolitan Area	2026-06-10	Platform Engineer	https://cl.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407571912
new	LinkedIn	Bolivia	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Totora, La Paz, Bolivia	2026-06-10	DevOps	https://bo.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407582795
new	LinkedIn	Bolivia	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	El Alto, La Paz, Bolivia	2026-06-10	DevOps	https://bo.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407582802
new	LinkedIn	Bolivia	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Santa Cruz de la Sierra, Santa Cruz, Bolivia	2026-06-10	DevOps	https://bo.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407585778
new	LinkedIn	Bolivia	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Cochabamba, Cochabamba, Bolivia	2026-06-10	Cloud Engineer	https://bo.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407577917
new	LinkedIn	Bolivia	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Tarija, Tarija, Bolivia	2026-06-10	Cloud Engineer	https://bo.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407592715
new	LinkedIn	Bolivia	FullStack	Agentic Azure DevOps Engineer - Remote - Latin America	Sucre, Chuquisaca, Bolivia	2026-06-10	Cloud Engineer	https://bo.linkedin.com/jobs/view/agentic-azure-devops-engineer-remote-latin-america-at-fullstack-4407582793
new	LinkedIn	Uruguay	FullStack	Azure DevOps Engineer - Remote - Latin America	Montevideo, Montevideo, Uruguay	2026-06-12	DevOps	https://uy.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418044120
new	LinkedIn	Uruguay	FullStack	Azure DevOps Engineer - Remote - Latin America	Las Piedras, Canelones, Uruguay	2026-06-12	DevOps	https://uy.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418033378
new	LinkedIn	Uruguay	FullStack	Azure DevOps Engineer - Remote - Latin America	Uruguay	2026-06-12	DevOps	https://uy.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418047044
new	LinkedIn	Uruguay	FullStack	Azure DevOps Engineer - Remote - Latin America	Paysandú, Paysandú, Uruguay	2026-06-12	DevOps	https://uy.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418031441
new	LinkedIn	Uruguay	FullStack	Azure DevOps Engineer - Remote - Latin America	Ciudad de la Costa, Canelones, Uruguay	2026-06-12	Cloud Engineer	https://uy.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418044128
new	LinkedIn	Uruguay	FullStack	Azure DevOps Engineer - Remote - Latin America	Salto, Salto, Uruguay	2026-06-12	AWS Cloud Engineer	https://uy.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418046085
new	LinkedIn	Uruguay	FullStack	Azure DevOps Engineer - Remote - Latin America	Rivera, Rivera, Uruguay	2026-06-12	AWS Cloud Engineer	https://uy.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418047045
new	LinkedIn	Chile	FullStack	Azure DevOps Engineer - Remote - Latin America	Santiago Metropolitan Area	2026-06-12	Cloud Engineer	https://cl.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418035341
new	LinkedIn	Chile	FullStack	Azure DevOps Engineer - Remote - Latin America	Valparaíso, Valparaiso Region, Chile	2026-06-12	Cloud Engineer	https://cl.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418042228
new	LinkedIn	Chile	FullStack	Azure DevOps Engineer - Remote - Latin America	Concepcion, Biobío Region, Chile	2026-06-12	Cloud Engineer	https://cl.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418039293
new	LinkedIn	Chile	FullStack	Azure DevOps Engineer - Remote - Latin America	Chile	2026-06-12	AWS Cloud Engineer	https://cl.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418027675
new	LinkedIn	Bolivia	FullStack	Azure DevOps Engineer - Remote - Latin America	Totora, La Paz, Bolivia	2026-06-12	DevOps	https://bo.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418041211
new	LinkedIn	Bolivia	FullStack	Azure DevOps Engineer - Remote - Latin America	El Alto, La Paz, Bolivia	2026-06-12	DevOps	https://bo.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418044127
new	LinkedIn	Bolivia	FullStack	Azure DevOps Engineer - Remote - Latin America	Santa Cruz de la Sierra, Santa Cruz, Bolivia	2026-06-12	DevOps	https://bo.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418026844
new	LinkedIn	Bolivia	FullStack	Azure DevOps Engineer - Remote - Latin America	Cochabamba, Cochabamba, Bolivia	2026-06-12	DevOps	https://bo.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418036325
new	LinkedIn	Bolivia	FullStack	Azure DevOps Engineer - Remote - Latin America	Sucre, Chuquisaca, Bolivia	2026-06-12	DevOps	https://bo.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418031433
new	LinkedIn	Bolivia	FullStack	Azure DevOps Engineer - Remote - Latin America	Tarija, Tarija, Bolivia	2026-06-12	DevOps	https://bo.linkedin.com/jobs/view/azure-devops-engineer-remote-latin-america-at-fullstack-4418047046
new	LinkedIn	Uruguay	FullStack	Senior DevOps Engineer - Remote - Latin America	Montevideo, Montevideo, Uruguay	2026-06-04	DevOps	https://uy.linkedin.com/jobs/view/senior-devops-engineer-remote-latin-america-at-fullstack-4423592152
new	LinkedIn	Uruguay	FullStack	Senior DevOps Engineer - Remote - Latin America	Uruguay	2026-06-04	DevOps	https://uy.linkedin.com/jobs/view/senior-devops-engineer-remote-latin-america-at-fullstack-4423594139
new	LinkedIn	Uruguay	FullStack	Senior DevOps Engineer - Remote - Latin America	Las Piedras, Canelones, Uruguay	2026-06-04	DevOps	https://uy.linkedin.com/jobs/view/senior-devops-engineer-remote-latin-america-at-fullstack-4423585410
new	LinkedIn	Uruguay	FullStack	Senior DevOps Engineer - Remote - Latin America	Ciudad de la Costa, Canelones, Uruguay	2026-06-04	DevOps	https://uy.linkedin.com/jobs/view/senior-devops-engineer-remote-latin-america-at-fullstack-4423591231
new	LinkedIn	Uruguay	FullStack	Senior DevOps Engineer - Remote - Latin America	Paysandú, Paysandú, Uruguay	2026-06-04	DevOps	https://uy.linkedin.com/jobs/view/senior-devops-engineer-remote-latin-america-at-fullstack-4423593174
new	LinkedIn	Uruguay	FullStack	Senior DevOps Engineer - Remote - Latin America	Rivera, Rivera, Uruguay	2026-06-04	Site Reliability Engineer	https://uy.linkedin.com/jobs/view/senior-devops-engineer-remote-latin-america-at-fullstack-4423593172
new	LinkedIn	Chile	FullStack	Senior DevOps Engineer - Remote - Latin America	Chile	2026-06-04	Site Reliability Engineer	https://cl.linkedin.com/jobs/view/senior-devops-engineer-remote-latin-america-at-fullstack-4424101032
new	LinkedIn	Bolivia	FullStack	Senior DevOps Engineer - Remote - Latin America	Totora, La Paz, Bolivia	2026-06-04	DevOps	https://bo.linkedin.com/jobs/view/senior-devops-engineer-remote-latin-america-at-fullstack-4423581861
new	LinkedIn	Bolivia	FullStack	Senior DevOps Engineer - Remote - Latin America	El Alto, La Paz, Bolivia	2026-06-04	DevOps	https://bo.linkedin.com/jobs/view/senior-devops-engineer-remote-latin-america-at-fullstack-4423586432
new	LinkedIn	Bolivia	FullStack	Senior DevOps Engineer - Remote - Latin America	Santa Cruz de la Sierra, Santa Cruz, Bolivia	2026-06-04	DevOps	https://bo.linkedin.com/jobs/view/senior-devops-engineer-remote-latin-america-at-fullstack-4424100049
new	LinkedIn	Bolivia	FullStack	Senior DevOps Engineer - Remote - Latin America	Cochabamba, Cochabamba, Bolivia	2026-06-04	DevOps	https://bo.linkedin.com/jobs/view/senior-devops-engineer-remote-latin-america-at-fullstack-4423583513
new	LinkedIn	Bolivia	FullStack	Senior DevOps Engineer - Remote - Latin America	Tarija, Tarija, Bolivia	2026-06-04	DevOps	https://bo.linkedin.com/jobs/view/senior-devops-engineer-remote-latin-america-at-fullstack-4423591232
new	LinkedIn	Bolivia	FullStack	Senior DevOps Engineer - Remote - Latin America	Sucre, Chuquisaca, Bolivia	2026-06-04	AWS Cloud Engineer	https://bo.linkedin.com/jobs/view/senior-devops-engineer-remote-latin-america-at-fullstack-4423588358
new	LinkedIn	Argentina	FullStack	Senior Technical Project Manager - Remote - Latin America	Mar del Plata, Buenos Aires Province, Argentina	2026-06-13	Project Manager IT	https://ar.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418438193
new	LinkedIn	Argentina	FullStack	Senior Technical Project Manager - Remote - Latin America	Buenos Aires, Buenos Aires Province, Argentina	2026-06-13	Technical Project Manager	https://ar.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418429630
new	LinkedIn	Argentina	FullStack	Senior Technical Project Manager - Remote - Latin America	Rosario, Santa Fe, Argentina	2026-06-13	Technical Project Manager	https://ar.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418425636
new	LinkedIn	Uruguay	FullStack	Senior Technical Project Manager - Remote - Latin America	Ciudad de la Costa, Canelones, Uruguay	2026-06-13	IT Manager	https://uy.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418438187
new	LinkedIn	Uruguay	FullStack	Senior Technical Project Manager - Remote - Latin America	Uruguay	2026-06-13	IT Manager	https://uy.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418439161
new	LinkedIn	Uruguay	FullStack	Senior Technical Project Manager - Remote - Latin America	Montevideo, Montevideo, Uruguay	2026-06-13	Gerente de Sistemas	https://uy.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418428580
new	LinkedIn	Uruguay	FullStack	Senior Technical Project Manager - Remote - Latin America	Paysandú, Paysandú, Uruguay	2026-06-13	Technical Project Manager	https://uy.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418428587
new	LinkedIn	Uruguay	FullStack	Senior Technical Project Manager - Remote - Latin America	Rivera, Rivera, Uruguay	2026-06-13	Technical Project Manager	https://uy.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418423659
new	LinkedIn	Uruguay	FullStack	Senior Technical Project Manager - Remote - Latin America	Las Piedras, Canelones, Uruguay	2026-06-13	Technical Project Manager	https://uy.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418419987
new	LinkedIn	Uruguay	FullStack	Senior Technical Project Manager - Remote - Latin America	Salto, Salto, Uruguay	2026-06-13	Technical Project Manager	https://uy.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418425628
new	LinkedIn	Chile	FullStack	Senior Technical Project Manager - Remote - Latin America	Chile	2026-06-13	Technical Project Manager	https://cl.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418425632
new	LinkedIn	Chile	FullStack	Senior Technical Project Manager - Remote - Latin America	Santiago Metropolitan Area	2026-06-13	Technical Project Manager	https://cl.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418427589
new	LinkedIn	Chile	FullStack	Senior Technical Project Manager - Remote - Latin America	Valparaíso, Valparaiso Region, Chile	2026-06-13	Technical Project Manager	https://cl.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418436416
new	LinkedIn	Chile	FullStack	Senior Technical Project Manager - Remote - Latin America	Concepcion, Biobío Region, Chile	2026-06-13	Technical Project Manager	https://cl.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418438186
new	LinkedIn	Bolivia	FullStack	Senior Technical Project Manager - Remote - Latin America	Totora, La Paz, Bolivia	2026-06-13	Technical Project Manager	https://bo.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418429628
new	LinkedIn	Bolivia	FullStack	Senior Technical Project Manager - Remote - Latin America	El Alto, La Paz, Bolivia	2026-06-13	Technical Project Manager	https://bo.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418432565
new	LinkedIn	Bolivia	FullStack	Senior Technical Project Manager - Remote - Latin America	Tarija, Tarija, Bolivia	2026-06-13	Technical Project Manager	https://bo.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418426636
new	LinkedIn	Bolivia	FullStack	Senior Technical Project Manager - Remote - Latin America	Cochabamba, Cochabamba, Bolivia	2026-06-13	Technical Project Manager	https://bo.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418439156
new	LinkedIn	Bolivia	FullStack	Senior Technical Project Manager - Remote - Latin America	Santa Cruz de la Sierra, Santa Cruz, Bolivia	2026-06-13	Technical Project Manager	https://bo.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418430601
new	LinkedIn	Bolivia	FullStack	Senior Technical Project Manager - Remote - Latin America	Sucre, Chuquisaca, Bolivia	2026-06-13	Technical Project Manager	https://bo.linkedin.com/jobs/view/senior-technical-project-manager-remote-latin-america-at-fullstack-4418429626
new	LinkedIn	Chile	Gemini Observatory	Senior DevOps Engineer	La Serena, Coquimbo Region, Chile	2026-03-11	DevOps	https://cl.linkedin.com/jobs/view/senior-devops-engineer-at-gemini-observatory-4384365756
new	LinkedIn	Argentina	Geopagos	Site Reliability Engineer SR.	Buenos Aires, Buenos Aires Province, Argentina	2026-04-21	Site Reliability Engineer	https://ar.linkedin.com/jobs/view/site-reliability-engineer-sr-at-geopagos-4401965750
new	LinkedIn	Chile	GHL	Ingeniero Senior de Infraestructura TI	Santiago, Santiago Metropolitan Region, Chile	2026-03-16	Jefe de Infraestructura	https://cl.linkedin.com/jobs/view/ingeniero-senior-de-infraestructura-ti-at-ghl-4384090738
new	LinkedIn	Chile	Global Payments Inc.	Product Owner Integrados	Las Condes, Santiago Metropolitan Region, Chile	2026-05-27	Product Owner	https://cl.linkedin.com/jobs/view/product-owner-integrados-at-global-payments-inc-4419942214
new	LinkedIn	Chile	Global66	DevOps	Las Condes, Santiago Metropolitan Region, Chile	2026-03-26	DevOps	https://cl.linkedin.com/jobs/view/devops-at-global66-4390726276
new	LinkedIn	Uruguay	GOAT Digital	Digital Project Manager	Uruguay	2025-10-03	IT Manager	https://uy.linkedin.com/jobs/view/digital-project-manager-at-goat-digital-4309859717
new	LinkedIn	Bolivia	GOAT Digital	Digital Project Manager	Bolivia	2025-10-03	Technical Project Manager	https://bo.linkedin.com/jobs/view/digital-project-manager-at-goat-digital-4309856756
new	LinkedIn	Argentina	Greenhouse Software	Platform Engineer (Contract, Argentina)	Argentina	2026-06-05	Site Reliability Engineer	https://ar.linkedin.com/jobs/view/platform-engineer-contract-argentina-at-greenhouse-software-4417667882
new	LinkedIn	Chile	Grenergy	Gerente de Ciberseguridad	Santiago, Santiago Metropolitan Region, Chile	2026-05-27	IT Manager	https://cl.linkedin.com/jobs/view/gerente-de-ciberseguridad-at-grenergy-4417253751
new	LinkedIn	Chile	Grupo Falabella	Product Owner Finanzas	Santiago, Santiago Metropolitan Region, Chile	2026-06-04	Product Owner	https://cl.linkedin.com/jobs/view/product-owner-finanzas-at-grupo-falabella-4423388787
new	LinkedIn	Chile	Grupo Nuestros Parques	Ingeniero en Infraestructura TI	Santiago, Santiago Metropolitan Region, Chile	2026-06-06	Jefe de Infraestructura	https://cl.linkedin.com/jobs/view/ingeniero-en-infraestructura-ti-at-grupo-nuestros-parques-4425149544
new	LinkedIn	Uruguay	Guyer & Regules	Analista de infraestructura	Montevideo, Uruguay	2026-06-05	Security Engineer	https://uy.linkedin.com/jobs/view/analista-de-infraestructura-at-guyer-regules-4421171343
new	LinkedIn	Uruguay	Guyer & Regules	Técnico Senior de Infraestructura	Montevideo, Uruguay	2026-06-05	Cloud Engineer	https://uy.linkedin.com/jobs/view/t%C3%A9cnico-senior-de-infraestructura-at-guyer-regules-4421184131
new	LinkedIn	Argentina	HeyClue	Platform/DevOps Engineer	Argentina	2026-05-21	DevOps	https://ar.linkedin.com/jobs/view/platform-devops-engineer-at-heyclue-4417742793
new	LinkedIn	Argentina	Hire Feed	AWS Cloud Engineer (Remote)	Argentina	2026-06-15	Cloud Engineer	https://ar.linkedin.com/jobs/view/aws-cloud-engineer-remote-at-hire-feed-4428851182
new	LinkedIn	Chile	Hire Feed	Cloud Engineer (Remote)	Chile	2026-06-15	DevOps	https://cl.linkedin.com/jobs/view/cloud-engineer-remote-at-hire-feed-4428849699
new	LinkedIn	Chile	Hire Feed	Cloud Engineer (Remote)	Chile	2026-06-15	DevOps	https://cl.linkedin.com/jobs/view/cloud-engineer-remote-at-hire-feed-4428846429
new	LinkedIn	Chile	Hire Feed	Cybersecurity Engineer (Remote)	Chile	2026-06-15	Security Engineer	https://cl.linkedin.com/jobs/view/cybersecurity-engineer-remote-at-hire-feed-4428839783
new	LinkedIn	Chile	Hitss Chile	SRE / DevOps – Inteligencia Artificial & Cloud	Huechuraba, Santiago Metropolitan Region, Chile	2026-05-20	DevOps	https://cl.linkedin.com/jobs/view/sre-devops-%E2%80%93-inteligencia-artificial-cloud-at-hitss-chile-4413623446
new	LinkedIn	Argentina	Huzzle.com	Technical Project Manager (AI Systems)	Argentina	2026-04-07	Project Manager IT	https://ar.linkedin.com/jobs/view/technical-project-manager-ai-systems-at-huzzle-com-4398363389
new	LinkedIn	Argentina	Ideamine Technologies (Acquired by Netrix Global)	AWS Data Engineer	Greater Buenos Aires	2026-05-30	DevOps	https://ar.linkedin.com/jobs/view/aws-data-engineer-at-ideamine-technologies-acquired-by-netrix-global-4418301105
new	LinkedIn	Argentina	Ideamine Technologies (Acquired by Netrix Global)	Cloud Security Engineer	Greater Buenos Aires	2026-03-04	AWS Cloud Engineer	https://ar.linkedin.com/jobs/view/cloud-security-engineer-at-ideamine-technologies-acquired-by-netrix-global-4378563348
new	LinkedIn	Chile	IDT Corporation	DevOps Engineer - Latam	Santiago, Santiago Metropolitan Region, Chile	2026-04-09	DevOps	https://cl.linkedin.com/jobs/view/devops-engineer-latam-at-idt-corporation-4399832331
new	LinkedIn	Chile	IKEA	ANALISTA DE SOPORTE OPERACIONAL Y SISTEMAS	Pudahuel, Santiago Metropolitan Region, Chile	2026-06-03	Analista de Sistemas	https://cl.linkedin.com/jobs/view/analista-de-soporte-operacional-y-sistemas-at-ikea-4413726027
new	LinkedIn	Chile	INEXOOS	Product Owner	Santiago, Santiago Metropolitan Region, Chile	2026-06-03	Product Owner	https://cl.linkedin.com/jobs/view/product-owner-at-inexoos-4424268130
new	LinkedIn	Chile	Infosys	Site Reliability Engineer (SRE)	Santiago, Santiago Metropolitan Region, Chile	2026-06-04	Site Reliability Engineer	https://cl.linkedin.com/jobs/view/site-reliability-engineer-sre-at-infosys-4402821633
new	LinkedIn	Chile	InterSystems	Ingeniero/a Senior de Infraestructura	Santiago, Santiago Metropolitan Region, Chile	2026-06-02	Jefe de Infraestructura	https://cl.linkedin.com/jobs/view/ingeniero-a-senior-de-infraestructura-at-intersystems-4422498628
new	LinkedIn	Chile	InterSystems	Senior Infrastructure Engineer	Santiago, Santiago Metropolitan Region, Chile	2026-06-10	Jefe de Infraestructura	https://cl.linkedin.com/jobs/view/senior-infrastructure-engineer-at-intersystems-4408205224
new	LinkedIn	Argentina	Intuition Machines	Security Software Engineer	Argentina	2026-01-15	Security Engineer	https://ar.linkedin.com/jobs/view/security-software-engineer-at-intuition-machines-4362753473
new	LinkedIn	Chile	Ionix Mobile Payments	SubGerente de Operaciones e Infraestructura	Santiago, Santiago Metropolitan Region, Chile	2026-05-07	Jefe de Infraestructura	https://cl.linkedin.com/jobs/view/subgerente-de-operaciones-e-infraestructura-at-ionix-mobile-payments-4411689684
new	LinkedIn	Chile	IT Hunter	Jefe/a de Ingeniería de Sistemas	Santiago Metropolitan Region, Chile	2026-06-05	Jefe de Infraestructura	https://cl.linkedin.com/jobs/view/jefe-a-de-ingenier%C3%ADa-de-sistemas-at-it-hunter-4424614223
new	LinkedIn	Argentina	Job Duck	Product Owner	Argentina	2026-06-12	Product Owner	https://ar.linkedin.com/jobs/view/product-owner-at-job-duck-4428113409
new	LinkedIn	Argentina	Jobgether	Product Owner (Client Experience)	Argentina	2026-06-12	Product Owner	https://ar.linkedin.com/jobs/view/product-owner-client-experience-at-jobgether-4426926793
new	LinkedIn	Chile	Jobgether	Product Owner (Client Experience)	Chile	2026-06-12	Product Owner	https://cl.linkedin.com/jobs/view/product-owner-client-experience-at-jobgether-4426931823
new	LinkedIn	Chile	Jobgether	Security Researcher - Bot Detection Adversarial Research	Chile	2026-06-11	Infrastructure Engineer	https://cl.linkedin.com/jobs/view/security-researcher-bot-detection-adversarial-research-at-jobgether-4423610999
new	LinkedIn	Bolivia	Keppri	Devops (Remoto)(Exp en Banca) K526	Cochabamba, Cochabamba, Bolivia	2026-05-09	DevOps	https://bo.linkedin.com/jobs/view/devops-remoto-exp-en-banca-k526-at-keppri-4412485215
new	LinkedIn	Bolivia	Keppri	Ingeniero Cloud (Remoto)(Exp en Banca) K526	Cochabamba, Cochabamba, Bolivia	2026-05-09	DevOps	https://bo.linkedin.com/jobs/view/ingeniero-cloud-remoto-exp-en-banca-k526-at-keppri-4412470783
new	LinkedIn	Bolivia	Keppri	Product Owner para Banco (Remoto) K526	Cochabamba, Cochabamba, Bolivia	2026-05-09	Technical Project Manager	https://bo.linkedin.com/jobs/view/product-owner-para-banco-remoto-k526-at-keppri-4412471672
new	LinkedIn	Argentina	Kiwi	Senior Platform Engineer	Argentina	2026-06-01	Site Reliability Engineer	https://ar.linkedin.com/jobs/view/senior-platform-engineer-at-kiwi-4421842861
new	LinkedIn	Chile	Kraken	Site Reliability Engineer - AI Agents	Chile	2026-06-11	Cloud Engineer	https://cl.linkedin.com/jobs/view/site-reliability-engineer-ai-agents-at-kraken-4426620494
new	LinkedIn	Uruguay	Kraken	Site Reliability Engineer - Core Infrastructure	Uruguay	2026-06-12	Jefe de Infraestructura	https://uy.linkedin.com/jobs/view/site-reliability-engineer-core-infrastructure-at-kraken-4426973362
new	LinkedIn	Chile	Ludipek	Analista de Sistemas y TI	Santiago, Santiago Metropolitan Region, Chile	2026-04-15	Analista de Sistemas	https://cl.linkedin.com/jobs/view/analista-de-sistemas-y-ti-at-ludipek-4402609001
new	LinkedIn	Uruguay	Marvik	DevOps Engineer	Montevideo, Montevideo, Uruguay	2026-03-12	Gerente de Sistemas	https://uy.linkedin.com/jobs/view/devops-engineer-at-marvik-4383288098
new	LinkedIn	Bolivia	MicroSourcing	Professional Services Project Manager	Bolivia	2026-05-25	Technical Project Manager	https://bo.linkedin.com/jobs/view/professional-services-project-manager-at-microsourcing-4367118414
new	LinkedIn	Argentina	Miratech	Genesys Cloud CX Business Analyst	Buenos Aires, Buenos Aires Province, Argentina	2026-04-30	Product Owner	https://ar.linkedin.com/jobs/view/genesys-cloud-cx-business-analyst-at-miratech-4406728212
new	LinkedIn	Argentina	Miratech	Genesys Cloud CX Business Analyst	Cordoba, Córdoba, Argentina	2026-04-30	Product Owner	https://ar.linkedin.com/jobs/view/genesys-cloud-cx-business-analyst-at-miratech-4406714924
new	LinkedIn	Argentina	Mission Inbox	Senior Systems Engineer - Email Deliverability & Infrastructure	Palermo, Corrientes, Argentina	2026-06-03	Infrastructure Engineer	https://ar.linkedin.com/jobs/view/senior-systems-engineer-email-deliverability-infrastructure-at-mission-inbox-4422691200
new	LinkedIn	Bolivia	Mojix	Senior DevOps Engineer	Totora, La Paz, Bolivia	2026-06-12	DevOps	https://bo.linkedin.com/jobs/view/senior-devops-engineer-at-mojix-4428315290
new	LinkedIn	Argentina	Mphasis	Site Reliability Engineer	Buenos Aires Province, Argentina	2026-06-09	Site Reliability Engineer	https://ar.linkedin.com/jobs/view/site-reliability-engineer-at-mphasis-4425826550
new	LinkedIn	Argentina	Netrix Global	AWS Data Engineer	Greater Buenos Aires	2026-05-29	DevOps	https://ar.linkedin.com/jobs/view/aws-data-engineer-at-netrix-global-4420970848
new	LinkedIn	Argentina	Netrix Global	Cloud Security Engineer	Greater Buenos Aires	2026-03-03	Security Engineer	https://ar.linkedin.com/jobs/view/cloud-security-engineer-at-netrix-global-4380365475
new	LinkedIn	Uruguay	NextLink Labs	Project Manager - Uruguay	Cerro Largo, Uruguay	2026-05-20	DevOps	https://uy.linkedin.com/jobs/view/project-manager-uruguay-at-nextlink-labs-4417002638
new	LinkedIn	Chile	Nisum	Cloud Engineer (Azure)	Chile	2026-05-07	DevOps	https://cl.linkedin.com/jobs/view/cloud-engineer-azure-at-nisum-4411695105
new	LinkedIn	Chile	Nisum	Senior DevOps (GCP)	Chile	2026-02-04	AWS Cloud Engineer	https://cl.linkedin.com/jobs/view/senior-devops-gcp-at-nisum-4369279085
new	LinkedIn	Chile	Novasis LLC	Analista de sistemas	Santiago, Santiago Metropolitan Region, Chile	2026-05-06	Analista de Sistemas	https://cl.linkedin.com/jobs/view/analista-de-sistemas-at-novasis-llc-4411250460
new	LinkedIn	Chile	ON.energy	AWS Cloud Engineer	Chile	2026-06-12	Cloud Engineer	https://cl.linkedin.com/jobs/view/aws-cloud-engineer-at-on-energy-4428142884
new	LinkedIn	Argentina	OneSeven Tech (OST)	Security Analyst — MCP & Application	Argentina	2026-06-10	IT Manager	https://ar.linkedin.com/jobs/view/security-analyst-%E2%80%94-mcp-application-at-oneseven-tech-ost-4423157462
new	LinkedIn	Argentina	OpenSesame	Senior DevOps Engineer – Remote (Argentina or Mexico)	Argentina	2026-04-15	DevOps	https://ar.linkedin.com/jobs/view/senior-devops-engineer-%E2%80%93-remote-argentina-or-mexico-at-opensesame-4402214964
new	LinkedIn	Argentina	Particle41	DevOps Engineer	Argentina	2026-01-19	DevOps	https://ar.linkedin.com/jobs/view/devops-engineer-at-particle41-4364322091
